Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SF,Ben Simmons (19760259),Ben Simmons,19760259,PG/SF/F/G/UTIL,7300,PHI@NOP 10/20/2021 08:00PM ET,PHI,37.46
PG,Shai Gilgeous-Alexander (19760264),Shai Gilgeous-Alexander,19760264,PG/G/UTIL,7200,OKC@UTA 10/20/2021 09:00PM ET,OKC,41
PG/SG,CJ McCollum (19760267),CJ McCollum,19760267,PG/SG/G/UTIL,7200,SAC@POR 10/20/2021 10:00PM ET,POR,38.84
SF,DeMar DeRozan (19760276),DeMar DeRozan,19760276,SF/F/UTIL,7100,CHI@DET 10/20/2021 07:00PM ET,CHI,38.90
SG/SF,Anthony Edwards (19760271),Anthony Edwards,19760271,SG/SF/F/G/UTIL,7100,HOU@MIN 10/20/2021 08:00PM ET,MIN,32.98
C,Deandre Ayton (19760279),Deandre Ayton,19760279,C/UTIL,7000,DEN@PHX 10/20/2021 10:00PM ET,PHX,34.05
SF/PF,Miles Bridges (19760281),Miles Bridges,19760281,SF/PF/F/UTIL,7000,IND@CHA 10/20/2021 07:00PM ET,CHA,27.06
SG/SF,Buddy Hield (19760285),Buddy Hield,19760285,SG/SF/F/G/UTIL,7000,SAC@POR 10/20/2021 10:00PM ET,SAC,31.61
C,Jusuf Nurkic (19760290),Jusuf Nurkic,19760290,C/UTIL,7000,SAC@POR 10/20/2021 10:00PM ET,POR,31.81
PG/SG,Tyrese Haliburton (19760292),Tyrese Haliburton,19760292,PG/SG/G/UTIL,7000,SAC@POR 10/20/2021 10:00PM ET,SAC,28.70
PG/SG,Derrick Rose (19760299),Derrick Rose,19760299,PG/SG/G/UTIL,6900,BOS@NYK 10/20/2021 07:30PM ET,NYK,27.26
PF/C,PJ Washington (19760303),PJ Washington,19760303,PF/C/F/UTIL,6900,IND@CHA 10/20/2021 07:00PM ET,CHA,29.45
PG,Lonzo Ball (19760296),Lonzo Ball,19760296,PG/G/UTIL,6900,CHI@DET 10/20/2021 07:00PM ET,CHI,33.92
PF,KJ Martin Jr. (19760310),KJ Martin Jr.,19760310,PF/F/UTIL,6800,HOU@MIN 10/20/2021 08:00PM ET,HOU,20.89
PG,Dejounte Murray (19760307),Dejounte Murray,19760307,PG/G/UTIL,6800,ORL@SAS 10/20/2021 08:30PM ET,SAS,36.16
PG,Kemba Walker (19760313),Kemba Walker,19760313,PG/G/UTIL,6700,BOS@NYK 10/20/2021 07:30PM ET,NYK,34.43
PG,Cole Anthony (19760316),Cole Anthony,19760316,PG/G/UTIL,6700,ORL@SAS 10/20/2021 08:30PM ET,ORL,26.41
SG,Dillon Brooks (19760319),Dillon Brooks,19760319,SG/G/UTIL,6600,CLE@MEM 10/20/2021 08:00PM ET,MEM,28.39
PG/SG,Nickeil Alexander-Walker (19760322),Nickeil Alexander-Walker,19760322,PG/SG/G/UTIL,6600,PHI@NOP 10/20/2021 08:00PM ET,NOP,21.36
PF,Jerami Grant (19760330),Jerami Grant,19760330,PF/F/UTIL,6500,CHI@DET 10/20/2021 07:00PM ET,DET,35.91
C,Jarrett Allen (19760326),Jarrett Allen,19760326,C/UTIL,6500,CLE@MEM 10/20/2021 08:00PM ET,CLE,31.56
C,Chris Boucher (19760328),Chris Boucher,19760328,C/UTIL,6500,WAS@TOR 10/20/2021 07:30PM ET,TOR,29.16
PG/SG,Marcus Smart (19760337),Marcus Smart,19760337,PG/SG/G/UTIL,6400,BOS@NYK 10/20/2021 07:30PM ET,BOS,30.24
SF,Michael Porter Jr. (19760341),Michael Porter Jr.,19760341,SF/F/UTIL,6400,DEN@PHX 10/20/2021 10:00PM ET,DEN,33.62
SF/PF,Saddiq Bey (19760333),Saddiq Bey,19760333,SF/PF/F/UTIL,6400,CHI@DET 10/20/2021 07:00PM ET,DET,22.73
C,Richaun Holmes (19760344),Richaun Holmes,19760344,C/UTIL,6300,SAC@POR 10/20/2021 10:00PM ET,SAC,31.40
PG/SG,Coby White (19760348),Coby White,19760348,PG/SG/G/UTIL,6200,CHI@DET 10/20/2021 07:00PM ET,CHI,29.06
PG,Mike Conley (19760352),Mike Conley,19760352,PG/G/UTIL,6200,OKC@UTA 10/20/2021 09:00PM ET,UTA,33.20
C,Khem Birch (19760346),Khem Birch,19760346,C/UTIL,6200,WAS@TOR 10/20/2021 07:30PM ET,TOR,19.24
C,Isaiah Stewart (19760370),Isaiah Stewart,19760370,C/UTIL,6100,CHI@DET 10/20/2021 07:00PM ET,DET,21.04
PF/C,Darius Bazley (19760362),Darius Bazley,19760362,PF/C/F/UTIL,6100,OKC@UTA 10/20/2021 09:00PM ET,OKC,27.32
PG/SG,Jordan Clarkson (19760366),Jordan Clarkson,19760366,PG/SG/G/UTIL,6100,OKC@UTA 10/20/2021 09:00PM ET,UTA,29.37
SF,OG Anunoby (19760355),OG Anunoby,19760355,SF/F/UTIL,6100,WAS@TOR 10/20/2021 07:30PM ET,TOR,31.01
PG/SG,Derrick White (19760358),Derrick White,19760358,PG/SG/G/UTIL,6100,ORL@SAS 10/20/2021 08:30PM ET,SAS,28.35
SG/SF,Evan Fournier (19760388),Evan Fournier,19760388,SG/SF/F/G/UTIL,6000,BOS@NYK 10/20/2021 07:30PM ET,NYK,29.14
C,Mason Plumlee (19760380),Mason Plumlee,19760380,C/UTIL,6000,IND@CHA 10/20/2021 07:00PM ET,CHA,30.29
PF/C,Kelly Olynyk (19760372),Kelly Olynyk,19760372,PF/C/F/UTIL,6000,CHI@DET 10/20/2021 07:00PM ET,DET,30.30
SG,Luguentz Dort (19760382),Luguentz Dort,19760382,SG/G/UTIL,6000,OKC@UTA 10/20/2021 09:00PM ET,OKC,23.89
SG,Khyri Thomas (19760385),Khyri Thomas,19760385,SG/G/UTIL,6000,HOU@MIN 10/20/2021 08:00PM ET,HOU,34.7
PG/SG,Malachi Flynn (19760376),Malachi Flynn,19760376,PG/SG/G/UTIL,6000,WAS@TOR 10/20/2021 07:30PM ET,TOR,17.03
PG,Dennis Schroder (19760412),Dennis Schroder,19760412,PG/G/UTIL,5900,BOS@NYK 10/20/2021 07:30PM ET,BOS,29.91
PG,T.J. McConnell (19760393),T.J. McConnell,19760393,PG/G/UTIL,5900,IND@CHA 10/20/2021 07:00PM ET,IND,26.82
PF/C,Jaren Jackson Jr. (19760415),Jaren Jackson Jr.,19760415,PF/C/F/UTIL,5900,CLE@MEM 10/20/2021 08:00PM ET,MEM,27.31
SG/SF,Eric Gordon (19760399),Eric Gordon,19760399,SG/SF/F/G/UTIL,5900,HOU@MIN 10/20/2021 08:00PM ET,HOU,26.78
SF,Terrence Ross (19760396),Terrence Ross,19760396,SF/F/UTIL,5900,ORL@SAS 10/20/2021 08:30PM ET,ORL,26.52
PF/C,Wendell Carter Jr. (19760408),Wendell Carter Jr.,19760408,PF/C/F/UTIL,5900,ORL@SAS 10/20/2021 08:30PM ET,ORL,27.00
PF/C,Marvin Bagley III (19760404),Marvin Bagley III,19760404,PF/C/F/UTIL,5900,SAC@POR 10/20/2021 10:00PM ET,SAC,26.96
PG/SG,Cory Joseph (19760430),Cory Joseph,19760430,PG/SG/G/UTIL,5800,CHI@DET 10/20/2021 07:00PM ET,DET,18.72
SF/PF,Bojan Bogdanovic (19760426),Bojan Bogdanovic,19760426,SF/PF/F/UTIL,5800,OKC@UTA 10/20/2021 09:00PM ET,UTA,26.65
PF/C,Kevin Love (19760419),Kevin Love,19760419,PF/C/F/UTIL,5800,CLE@MEM 10/20/2021 08:00PM ET,CLE,27.4
SF,Jae'Sean Tate (19760423),Jae'Sean Tate,19760423,SF/F/UTIL,5800,HOU@MIN 10/20/2021 08:00PM ET,HOU,25.09
SG,Seth Curry (19760434),Seth Curry,19760434,SG/G/UTIL,5800,PHI@NOP 10/20/2021 08:00PM ET,PHI,23.05
PG/SF,RJ Barrett (19760450),RJ Barrett,19760450,PG/SF/F/G/UTIL,5700,BOS@NYK 10/20/2021 07:30PM ET,NYK,31.29
PF,Jae Crowder (19760457),Jae Crowder,19760457,PF/F/UTIL,5700,DEN@PHX 10/20/2021 10:00PM ET,PHX,23.21
C,Myles Turner (19760455),Myles Turner,19760455,C/UTIL,5700,IND@CHA 10/20/2021 07:00PM ET,IND,30.98
PG,Devonte' Graham (19760444),Devonte' Graham,19760444,PG/G/UTIL,5700,PHI@NOP 10/20/2021 08:00PM ET,NOP,28.90
C,Mo Bamba (19760437),Mo Bamba,19760437,C/UTIL,5700,ORL@SAS 10/20/2021 08:30PM ET,ORL,19.60
SG/SF,Terence Davis (19760439),Terence Davis,19760439,SG/SF/F/G/UTIL,5700,SAC@POR 10/20/2021 10:00PM ET,SAC,16.12
SF,Norman Powell (19760447),Norman Powell,19760447,SF/F/UTIL,5700,SAC@POR 10/20/2021 10:00PM ET,POR,28.41
SG/SF,Kelly Oubre Jr. (19760460),Kelly Oubre Jr.,19760460,SG/SF/F/G/UTIL,5600,IND@CHA 10/20/2021 07:00PM ET,CHA,28.85
PF,Royce O'Neale (19760465),Royce O'Neale,19760465,PF/F/UTIL,5600,OKC@UTA 10/20/2021 09:00PM ET,UTA,22.78
SG/SF,Josh Jackson (19760468),Josh Jackson,19760468,SG/SF/F/G/UTIL,5500,CHI@DET 10/20/2021 07:00PM ET,DET,24.68
PG,Killian Hayes (19760477),Killian Hayes,19760477,PG/G/UTIL,5500,CHI@DET 10/20/2021 07:00PM ET,DET,19.68
SG/SF,Joe Ingles (19760480),Joe Ingles,19760480,SG/SF/F/G/UTIL,5500,OKC@UTA 10/20/2021 09:00PM ET,UTA,25.31
PG/SG,R.J. Hampton (19760473),R.J. Hampton,19760473,PG/SG/G/UTIL,5500,ORL@SAS 10/20/2021 08:30PM ET,ORL,14.94
SF/PF,Kyle Anderson (19760485),Kyle Anderson,19760485,SF/PF/F/UTIL,5400,CLE@MEM 10/20/2021 08:00PM ET,MEM,29.00
C,Guillermo Hernangomez (19760489),Guillermo Hernangomez,19760489,C/UTIL,5400,PHI@NOP 10/20/2021 08:00PM ET,NOP,20.16
SF/PF,Josh Hart (19760491),Josh Hart,19760491,SF/PF/F/UTIL,5400,PHI@NOP 10/20/2021 08:00PM ET,NOP,25.24
C,Tristan Thompson (19760495),Tristan Thompson,19760495,C/UTIL,5400,SAC@POR 10/20/2021 10:00PM ET,SAC,22.04
PF/C,Oshae Brissett (19760510),Oshae Brissett,19760510,PF/C/F/UTIL,5300,IND@CHA 10/20/2021 07:00PM ET,IND,23.96
SG/SF,Malik Beasley (19760497),Malik Beasley,19760497,SG/SF/F/G/UTIL,5300,HOU@MIN 10/20/2021 08:00PM ET,MIN,31.53
PF/C,Daniel Theis (19760514),Daniel Theis,19760514,PF/C/F/UTIL,5300,HOU@MIN 10/20/2021 08:00PM ET,HOU,22.01
PF,Naji Marshall (19760507),Naji Marshall,19760507,PF/F/UTIL,5300,PHI@NOP 10/20/2021 08:00PM ET,NOP,19.84
SG/SF,Gary Trent Jr. (19760502),Gary Trent Jr.,19760502,SG/SF/F/G/UTIL,5300,WAS@TOR 10/20/2021 07:30PM ET,TOR,23.98
SG/SF,Will Barton (19760524),Will Barton,19760524,SG/SF/F/G/UTIL,5200,DEN@PHX 10/20/2021 10:00PM ET,DEN,25.37
C,Hassan Whiteside (19760518),Hassan Whiteside,19760518,C/UTIL,5200,OKC@UTA 10/20/2021 09:00PM ET,UTA,19.10
SF,Isaac Okoro (19760529),Isaac Okoro,19760529,SF/F/UTIL,5200,CLE@MEM 10/20/2021 08:00PM ET,CLE,18.76
PG,Ricky Rubio (19760532),Ricky Rubio,19760532,PG/G/UTIL,5200,CLE@MEM 10/20/2021 08:00PM ET,CLE,24.97
C,Andre Drummond (19760535),Andre Drummond,19760535,C/UTIL,5200,PHI@NOP 10/20/2021 08:00PM ET,PHI,35.81
PF/C,Robert Covington (19760520),Robert Covington,19760520,PF/C/F/UTIL,5200,SAC@POR 10/20/2021 10:00PM ET,POR,25.33
C,Mitchell Robinson (19760541),Mitchell Robinson,19760541,C/UTIL,5100,BOS@NYK 10/20/2021 07:30PM ET,NYK,24.23
C,Robert Williams (19760543),Robert Williams,19760543,C/UTIL,5100,BOS@NYK 10/20/2021 07:30PM ET,BOS,23.72
SF,Justin Holiday (19760545),Justin Holiday,19760545,SF/F/UTIL,5100,IND@CHA 10/20/2021 07:00PM ET,IND,21.41
SF/PF,Aleksej Pokusevski (19760552),Aleksej Pokusevski,19760552,SF/PF/F/UTIL,5100,OKC@UTA 10/20/2021 09:00PM ET,OKC,19.61
PG/SG,Armoni Brooks (19760537),Armoni Brooks,19760537,PG/SG/G/UTIL,5100,HOU@MIN 10/20/2021 08:00PM ET,HOU,20.3
SF/PF,Kyle Kuzma (19760548),Kyle Kuzma,19760548,SF/PF/F/UTIL,5100,WAS@TOR 10/20/2021 07:30PM ET,WAS,25
PF,Keldon Johnson (19760556),Keldon Johnson,19760556,PF/F/UTIL,5100,ORL@SAS 10/20/2021 08:30PM ET,SAS,24.81
PG,Markelle Fultz (19760559),Markelle Fultz,19760559,PG/G/UTIL,5100,ORL@SAS 10/20/2021 08:30PM ET,ORL,26.66
PG,Monte Morris (19760568),Monte Morris,19760568,PG/G/UTIL,5000,DEN@PHX 10/20/2021 10:00PM ET,DEN,21.17
SG/SF,Mikal Bridges (19760574),Mikal Bridges,19760574,SG/SF/F/G/UTIL,5000,DEN@PHX 10/20/2021 10:00PM ET,PHX,25.56
PF,Aaron Gordon (19760579),Aaron Gordon,19760579,PF/F/UTIL,5000,DEN@PHX 10/20/2021 10:00PM ET,DEN,26.01
PG,Goran Dragic (19760571),Goran Dragic,19760571,PG/G/UTIL,5000,WAS@TOR 10/20/2021 07:30PM ET,TOR,25.64
SF/PF,Thaddeus Young (19760562),Thaddeus Young,19760562,SF/PF/F/UTIL,5000,ORL@SAS 10/20/2021 08:30PM ET,SAS,28.89
C,Jakob Poeltl (19760566),Jakob Poeltl,19760566,C/UTIL,5000,ORL@SAS 10/20/2021 08:30PM ET,SAS,26.21
PF,Jalen McDaniels (19760587),Jalen McDaniels,19760587,PF/F/UTIL,4900,IND@CHA 10/20/2021 07:00PM ET,CHA,15.42
PG,Spencer Dinwiddie (19760582),Spencer Dinwiddie,19760582,PG/G/UTIL,4900,WAS@TOR 10/20/2021 07:30PM ET,WAS,18.08
C,Daniel Gafford (19760585),Daniel Gafford,19760585,C/UTIL,4900,WAS@TOR 10/20/2021 07:30PM ET,WAS,17.90
SG/SF,Hamidou Diallo (19760595),Hamidou Diallo,19760595,SG/SF/F/G/UTIL,4800,CHI@DET 10/20/2021 07:00PM ET,DET,23.31
SG/SF,Cedi Osman (19760590),Cedi Osman,19760590,SG/SF/F/G/UTIL,4800,CLE@MEM 10/20/2021 08:00PM ET,CLE,21.39
C,Steven Adams (19760600),Steven Adams,19760600,C/UTIL,4700,CLE@MEM 10/20/2021 08:00PM ET,MEM,24.39
C,Jaxson Hayes (19760610),Jaxson Hayes,19760610,C/UTIL,4700,PHI@NOP 10/20/2021 08:00PM ET,NOP,15.54
PF/C,Rui Hachimura (19760602),Rui Hachimura,19760602,PF/C/F/UTIL,4700,WAS@TOR 10/20/2021 07:30PM ET,WAS,24.56
SF/PF,Chuma Okeke (19760606),Chuma Okeke,19760606,SF/PF/F/UTIL,4700,ORL@SAS 10/20/2021 08:30PM ET,ORL,19.38
SF/PF,Doug McDermott (19760612),Doug McDermott,19760612,SF/PF/F/UTIL,4700,ORL@SAS 10/20/2021 08:30PM ET,SAS,21.04
PF/C,Isaiah Roby (19760620),Isaiah Roby,19760620,PF/C/F/UTIL,4600,OKC@UTA 10/20/2021 09:00PM ET,OKC,20.68
SF/PF,Freddie Gillespie (19760624),Freddie Gillespie,19760624,SF/PF/F/UTIL,4600,WAS@TOR 10/20/2021 07:30PM ET,TOR,15.29
C,Thomas Bryant (19760632),Thomas Bryant,19760632,C/UTIL,4600,WAS@TOR 10/20/2021 07:30PM ET,WAS,26.62
SF/PF,Larry Nance Jr. (19760616),Larry Nance Jr.,19760616,SF/PF/F/UTIL,4600,SAC@POR 10/20/2021 10:00PM ET,POR,26.79
SF/PF,Moe Harkless (19760628),Moe Harkless,19760628,SF/PF/F/UTIL,4600,SAC@POR 10/20/2021 10:00PM ET,SAC,12.75
SF/PF,T.J. Warren (19760645),T.J. Warren,19760645,SF/PF/F/UTIL,4500,IND@CHA 10/20/2021 07:00PM ET,IND,22.25
PF/C,Evan Mobley (19760641),Evan Mobley,19760641,PF/C/F/UTIL,4500,CLE@MEM 10/20/2021 08:00PM ET,CLE,0
PG/SF,Michael Carter-Williams (19760636),Michael Carter-Williams,19760636,PG/SF/F/G/UTIL,4500,ORL@SAS 10/20/2021 08:30PM ET,ORL,22.52
C,Cody Zeller (19760634),Cody Zeller,19760634,C/UTIL,4500,SAC@POR 10/20/2021 10:00PM ET,POR,22.31
SG/SF,Alec Burks (19760649),Alec Burks,19760649,SG/SF/F/G/UTIL,4400,BOS@NYK 10/20/2021 07:30PM ET,NYK,24.32
PF,Stanley Johnson (19760662),Stanley Johnson,19760662,PF/F/UTIL,4400,CHI@DET 10/20/2021 07:00PM ET,CHI,11.99
SG,Theo Maledon (19760665),Theo Maledon,19760665,SG/G/UTIL,4400,OKC@UTA 10/20/2021 09:00PM ET,OKC,21.23
PF/C,Jarred Vanderbilt (19760658),Jarred Vanderbilt,19760658,PF/C/F/UTIL,4400,HOU@MIN 10/20/2021 08:00PM ET,MIN,17.44
SG/SF,Danuel House Jr. (19760671),Danuel House Jr.,19760671,SG/SF/F/G/UTIL,4400,HOU@MIN 10/20/2021 08:00PM ET,HOU,18.46
SG,Gary Harris (19760668),Gary Harris,19760668,SG/G/UTIL,4400,ORL@SAS 10/20/2021 08:30PM ET,ORL,17.62
PF/C,Chimezie Metu (19760654),Chimezie Metu,19760654,PF/C/F/UTIL,4400,SAC@POR 10/20/2021 10:00PM ET,SAC,12.89
C,Nerlens Noel (19760690),Nerlens Noel,19760690,C/UTIL,4300,BOS@NYK 10/20/2021 07:30PM ET,NYK,19.65
SF/PF,Cameron Johnson (19760697),Cameron Johnson,19760697,SF/PF/F/UTIL,4300,DEN@PHX 10/20/2021 10:00PM ET,PHX,17.64
PG/SG,Frank Jackson (19760676),Frank Jackson,19760676,PG/SG/G/UTIL,4300,CHI@DET 10/20/2021 07:00PM ET,DET,14.92
PG,D.J. Augustin (19760680),D.J. Augustin,19760680,PG/G/UTIL,4300,HOU@MIN 10/20/2021 08:00PM ET,HOU,16.51
PG,Patrick Beverley (19760683),Patrick Beverley,19760683,PG/G/UTIL,4300,HOU@MIN 10/20/2021 08:00PM ET,MIN,16.45
PF/C,Naz Reid (19760686),Naz Reid,19760686,PF/C/F/UTIL,4300,HOU@MIN 10/20/2021 08:00PM ET,MIN,21.6
SG/SF,Furkan Korkmaz (19760692),Furkan Korkmaz,19760692,SG/SF/F/G/UTIL,4300,PHI@NOP 10/20/2021 08:00PM ET,PHI,15.79
PF/C,Taj Gibson (19760725),Taj Gibson,19760725,PF/C/F/UTIL,4200,BOS@NYK 10/20/2021 07:30PM ET,NYK,17.14
PG,Ish Smith (19760718),Ish Smith,19760718,PG/G/UTIL,4200,IND@CHA 10/20/2021 07:00PM ET,CHA,19.03
SF/PF,Patrick Williams (19760714),Patrick Williams,19760714,SF/PF/F/UTIL,4200,CHI@DET 10/20/2021 07:00PM ET,CHI,19.93
PG/SG,Ty Jerome (19760705),Ty Jerome,19760705,PG/SG/G/UTIL,4200,OKC@UTA 10/20/2021 09:00PM ET,OKC,21.54
PG/SG,Jalen Green (19760721),Jalen Green,19760721,PG/SG/G/UTIL,4200,HOU@MIN 10/20/2021 08:00PM ET,HOU,0
PF/C,Moritz Wagner (19760701),Moritz Wagner,19760701,PF/C/F/UTIL,4200,ORL@SAS 10/20/2021 08:30PM ET,ORL,14.47
PF,Ignas Brazdeikis (19760711),Ignas Brazdeikis,19760711,PF/F/UTIL,4200,ORL@SAS 10/20/2021 08:30PM ET,ORL,14.33
C,Damian Jones (19760709),Damian Jones,19760709,C/UTIL,4200,SAC@POR 10/20/2021 10:00PM ET,SAC,11.46
PG/SG,Cade Cunningham (19760740),Cade Cunningham,19760740,PG/SG/G/UTIL,4100,CHI@DET 10/20/2021 07:00PM ET,DET,0
SF/PF,Lauri Markkanen (19760736),Lauri Markkanen,19760736,SF/PF/F/UTIL,4100,CLE@MEM 10/20/2021 08:00PM ET,CLE,23.84
SF/PF,Taurean Prince (19760729),Taurean Prince,19760729,SF/PF/F/UTIL,4100,HOU@MIN 10/20/2021 08:00PM ET,MIN,19.27
SF,Danny Green (19760733),Danny Green,19760733,SF/F/UTIL,4100,PHI@NOP 10/20/2021 08:00PM ET,PHI,21.56
PG,Facundo Campazzo (19760758),Facundo Campazzo,19760758,PG/G/UTIL,4000,DEN@PHX 10/20/2021 10:00PM ET,DEN,17.74
SF/PF,Rudy Gay (19760773),Rudy Gay,19760773,SF/PF/F/UTIL,4000,OKC@UTA 10/20/2021 09:00PM ET,UTA,22.66
SF,Kenrich Williams (19760777),Kenrich Williams,19760777,SF/F/UTIL,4000,OKC@UTA 10/20/2021 09:00PM ET,OKC,18.60
SF/PF,Dean Wade (19760744),Dean Wade,19760744,SF/PF/F/UTIL,4000,CLE@MEM 10/20/2021 08:00PM ET,CLE,14.18
SF,Anthony Lamb (19760766),Anthony Lamb,19760766,SF/F/UTIL,4000,HOU@MIN 10/20/2021 08:00PM ET,HOU,11.62
PG,Tyrese Maxey (19760748),Tyrese Maxey,19760748,PG/G/UTIL,4000,PHI@NOP 10/20/2021 08:00PM ET,PHI,13.92
PG/SG,Raul Neto (19760780),Raul Neto,19760780,PG/SG/G/UTIL,4000,WAS@TOR 10/20/2021 07:30PM ET,WAS,17.14
SF,James Ennis III (19760751),James Ennis III,19760751,SF/F/UTIL,4000,ORL@SAS 10/20/2021 08:30PM ET,ORL,17.79
SG/SF,Lonnie Walker IV (19760761),Lonnie Walker IV,19760761,SG/SF/F/G/UTIL,4000,ORL@SAS 10/20/2021 08:30PM ET,SAS,18.68
PG/SG,Jalen Suggs (19760769),Jalen Suggs,19760769,PG/SG/G/UTIL,4000,ORL@SAS 10/20/2021 08:30PM ET,ORL,0
SF/PF,Louis King (19760754),Louis King,19760754,SF/PF/F/UTIL,4000,SAC@POR 10/20/2021 10:00PM ET,SAC,16.67
